solution,k,persona_id,term,score,count,lift,persona_nome_auto
granular_k10,10,granular_k10_p03,44,6.70887590388606,50,4.5085446785934415,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,tias,6.686022732156701,16,9.589602967167002,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,irmas,6.676956094642121,18,8.65667779162813,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,tudo tempo,6.602750873246769,14,10.452335414040158,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,pai,6.595132081510061,40,4.905910965377771,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,dar,6.5454957560197435,189,2.481517338283698,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,pessoa,6.541075215754465,303,2.139737350753002,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,semana,6.484600645017695,86,3.2717468946805064,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,roteiro,6.48211155344373,18,8.038343663654693,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,apoio,6.43933041059077,29,5.640942921862942,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,varia,6.4146570733736015,17,8.201063171016123,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,tempo tempo,6.345665254974821,16,8.390902596271127,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p04,s6,10.054822395291646,104,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,179,9.934503136191825,102,7.529167021493473,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,158,9.774174158380342,100,7.313318946962656,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,160,9.63255393153935,94,7.291596217417222,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,157,9.600077767829378,99,7.04161875173078,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,s14,9.32787838940678,74,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,138,9.056606103903125,79,6.899203990459821,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,s16,8.985214230402503,63,7.6753644393865486,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,energia,8.950095317548644,103,5.869396336001479,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,121,8.888820127139258,79,6.602464033880904,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,inovacao,8.737442374162663,125,5.089978522961607,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,120,8.721435799818536,93,5.818421429857546,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,tecnologia,8.517042240208175,238,3.7360735254855095,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,bioeficiente,8.513154693555316,75,6.1402915515092396,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,t11,8.363680756290682,47,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,bio,8.3408006745193,123,4.642659465775279,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,105,8.330685497200081,69,6.10540353133021,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,s5,8.271731248345562,45,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,dourado,8.216881679585143,64,6.159243068643527,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,pele,8.182582004973932,776,2.4193745109141376,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,d11,8.175693778281538,43,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,d1,8.075187873666513,41,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,produto,8.018964228267262,1017,2.1831575857210135,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,eficiencia,8.00050154535571,61,5.948407440524576,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,usaria,7.989689229624307,121,4.275773797283831,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,t9,7.969777341893471,39,7.675364439386551,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,resultado,7.9307360038351495,133,4.049208011329912,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,j17,7.915078538387008,38,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,j19,7.858958828985689,37,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,vitalidade,7.8013424189112435,36,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,c8,7.8013424189112435,36,7.675364439386549,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,dermotech,7.7959779172651045,45,6.661637060599647,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,palavra,7.749571816864736,183,3.4195328252957022,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,imagem,7.718233628392396,208,3.2407094299632098,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p04,bioinovacao,7.681284459269301,34,7.6753644393865486,curiosa por inovação e novidade + orientada a eficácia e resultado
granular_k10,10,granular_k10_p05,site,11.944139678469547,305,7.059313298621666,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,revista,10.645229442775783,340,5.204969316943351,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,frete,10.612108398758707,125,7.973448231490566,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,compro,10.587891926347357,349,5.094855099993972,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,vamos dizer,10.584184442262714,228,6.013732877764808,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,link,10.252413157876987,160,6.520508775974508,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,interativa,9.672614718486969,66,8.978504731258283,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,carrinho,9.472938572938741,78,7.740736224734314,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,manda,9.384187738240795,167,5.2428152755006465,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,revista interativa,9.372794875687077,58,8.960637060151303,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,mercado livre,9.369864364562027,69,8.074377955939815,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,pagina,9.042493077099921,73,7.173679867845615,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,dizer,8.955760476119513,315,3.73968035792359,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,aplicativo,8.846918790787058,133,5.087819347713028,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,desconto,8.801334401726582,111,5.457761356314399,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,me manda,8.754521104653255,60,7.411509975175994,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,compra,8.420737543360604,275,3.4738306422910754,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,comprei,8.418320017869439,165,4.190241096723178,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,gratis,8.196338701485368,50,7.041486749887772,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,catalogo,8.00385296566336,96,4.7522241379698,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,manda link,7.996207334569417,32,8.844497197955922,"canal, loja e consultora + sensível a preço e valor"
